"Authors","Author full names","Author(s) ID","Title","Year","Source title","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Document Type","Source","EID"
"Zhou, S.; Wang, Z.; Li, Y.; Wen, X.","Zhou, Shanshan (58155398900); Wang, Zheng (59450915700); Li, Yantong (57191502759); Wen, Xin (57207035181)","58155398900; 59450915700; 57191502759; 57207035181","A matheuristic method for the automated guided vehicle scheduling problem with flexible charging and job release","2025","Applied Soft Computing","0","10.1016/j.asoc.2025.113531","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105010565344&doi=10.1016%2Fj.asoc.2025.113531&partnerID=40&md5=83822f4e787ae2da7472419287508634","Automated guided vehicles (AGVs) are vital in modern manufacturing for efficient material transport, requiring optimized scheduling to enhance system performance. This study introduces a new AGV scheduling problem that integrates task assignments, processing sequences, and flexible charging operations while accounting for job release times. The problem is NP-hard since it combines parallel machine scheduling and bin packing. We first formulate it as a mixed-integer linear program (MILP), which is strengthened by a set of valid inequalities. To address practical-sized instances, a matheuristic approach combining MILPs and an adaptive large neighborhood search is proposed. Key innovations include a three-step initialization algorithm for high-quality solutions, tailored destroy-and-repair operators, and a specialized evaluation function for efficient makespan approximation. Extensive experiments on 360 instances show that the matheuristic outperforms the commercial solver CPLEX in both solution quality and efficiency. Sensitivity analyses offer managerial insights into factors like charging strategies and energy management, supporting decision-making in AGV scheduling. A performance profit plot and a time-to-target plot are drawn to further validate the performance of the proposed matheuristic. The method also achieves 230 new best solutions for benchmark problems with slight modifications, demonstrating its versatility and effectiveness. © 2025 Elsevier B.V.","Flexible charging; Job release; Matheuristic; MILP; Scheduling","Approximation algorithms; Automatic guided vehicles; Benchmarking; Decision making; Integer linear programming; Integer programming; Job shop scheduling; Scheduling algorithms; Automated guided vehicles; Flexible charging; Job release; Material transport; Matheuristic; Mixed integer linear program; Mixed integer-linear programmes; Optimized scheduling; Performance; Vehicle scheduling problem; Sensitivity analysis","Article","Scopus","2-s2.0-105010565344"
"Ding, L.; Luo, D.; Rauf, M.; Yue, L.","Ding, Linshan (57203123658); Luo, Dan (57201590750); Rauf, Mudassar (57195486189); Yue, Lei (36718453300)","57203123658; 57201590750; 57195486189; 36718453300","Deep reinforcement learning for data-driven scheduling in multi-variety and small-batch flexible job shops: Integrating fluid models for enhanced optimization","2025","Computers and Industrial Engineering","0","10.1016/j.cie.2025.111342","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105010061695&doi=10.1016%2Fj.cie.2025.111342&partnerID=40&md5=931098e7f34a37de32055dad30acef04","The advancement of cloud computing, the internet of things (IoT), and big data facilitated the implementation of data-driven scheduling through the use of real-time monitoring and data processing in workshops. However, the implementation of data-driven scheduling in multi-variety and small-batch flexible job shops remains challenging due to the flexible and changeable systems caused by production patterns. Deep reinforcement learning (DRL) can handle complex state spaces and make prompt decisions, offering a potential method to enhance precision in scheduling and decision-making. However, DRL is subject to limitations, including the potential for local optima and low learning efficacy in workshop scheduling problems. To address the scheduling problem in multi-variety and small-batch flexible job shops (MVSB-FJSP), this study develops a data-driven integrated scheduling framework that incorporates a fluid model into DRL to enhance its state recognition capability and the quality of decision-making actions. The proposed framework exploits the intrinsic benefits of the fluid model in continuous system modeling to approximate the continuous flow of a diverse and multi-operation production process, thereby enhancing DRL's comprehension and decision-making for the production process. This, in turn, improves DRL's global optimization capability. Furthermore, a double deep Q-network (DDQN) based on the integrated scheduling framework is proposed. The DDQN integrates nine state features, five machine assignments, and four operation selection rules with the fluid model for intelligent decision-making. To enhance the robustness of the learned strategies across different problem sizes, the maximum completion time derived from the fluid model, serves as a normalization factor in defining the reward function. Comparative experiments with the DDQN, CPLEX, and other algorithms on a public dataset demonstrate the effectiveness and superiority of the proposed method. © 2025 Elsevier Ltd","Data-driven; Data-driven scheduling; Deep reinforcement learning; Flexible job shop scheduling; Fluid model; Multi-variety and small-batch","Big data; Decision making; Deep learning; Distributed computer systems; Global optimization; Scheduling algorithms; State estimation; Data driven; Data-driven scheduling; Driven scheduling; Flexible job shops; Flexible job-shop scheduling; Fluid modeling; Multi-varieties; Multi-variety and small-batch; Reinforcement learnings; Job shop scheduling","Article","Scopus","2-s2.0-105010061695"
"Li, M.; Qian, X.; Li, M.; Qu, T.; He, Z.","Li, Mingxing (57214690333); Qian, Xiaoyu (59970113700); Li, Ming (57196402801); Qu, Ting (35590322600); He, Zhen (57202705189)","57214690333; 59970113700; 57196402801; 35590322600; 57202705189","An order postponement strategy for multi-stage production-logistics synchronization towards zero-warehousing smart manufacturing","2025","Journal of Manufacturing Systems","0","10.1016/j.jmsy.2025.06.024","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105009504114&doi=10.1016%2Fj.jmsy.2025.06.024&partnerID=40&md5=b51f31937b5968fd9ba9c29be1bcdadf","Nowadays, driven by market dynamics and evolving consumer demands, customized production has emerged as a prevalent trend. This paradigm shift from mass production to customization introduces challenges in production-logistics management, compelling manufacturers to pursue efficient strategies. Zero-warehousing smart manufacturing (ZWSM), an advanced form of Lean manufacturing (LM) and Just-In-Time production (JIT), presents a potential solution to these challenges. ZWSM leverages Industry 4.0 technologies to facilitate seamless production-logistics for eliminating warehouses and minimizing inventory in workshop. Despite the encouraging visions, field study reveals that ZWSM requires highly coordinated material supply, production, and delivery operations, misalignment among these stages frequently results in operational inefficiencies and resource waste, especially when confronted with volatile and diversified customer demand. It is defined as Multi-Stage Production-Logistics Synchronization (MS-PLSync) problem. This study proposes a novel order postponement strategy for MS-PLSync towards ZWSM, a generalizable MS-PLSync model under assemble-to-order (ATO) is formulated using mixed-integer linear programming for production-logistics operations under intricate spatiotemporal constraints. Considering dynamic order arrivals, a postponement strategy is designed and integrated into MS-PLSync model to enhance overall operational efficiency through postponed real-time decision-making, achieving a balance between rapid response to demand fluctuations and economy of scale in customized production-logistics. Numerical analysis validates the effectiveness of the proposed postponement strategy in addressing MS-PLSync problem. Notably, a little postponement can yield substantial operational benefits, while excessive postponement only generates minimal marginal benefits. Furthermore, sensitivity analysis reveals that the proposed postponement strategy performs particularly well in mass customization scenarios characterized by large-scale orders, diverse product portfolios, and extensive distribution networks. © 2025 The Society of Manufacturing Engineers","Demand uncertainty; Just-in-time; Mass customization; Postponement strategy; Production logistics; Real-time decision; Synchronization","Agile manufacturing systems; Computer aided manufacturing; Decision making; Lean production; Logistics; Mixed-integer linear programming; Sensitivity analysis; Smart manufacturing; Warehouses; Demand uncertainty; Just-in-time; Mass customization; Multistage production; Postponement strategies; Production logistics; Real time decisions; Synchronization models; Synchronization problem; Synchronization","Article","Scopus","2-s2.0-105009504114"
"Seregi, B.L.; Ficzere, P.","Seregi, Bálint Leon (60119960400); Ficzere, Péter (56147813000)","60119960400; 56147813000","Refined Cost Calculation Framework for FDM Parts","2025","Journal of Manufacturing and Materials Processing","0","10.3390/jmmp9090321","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105017427765&doi=10.3390%2Fjmmp9090321&partnerID=40&md5=8abcf64c0f1ff2e1db22b1385ea13f00","Fused deposition modeling (FDM) is a widely used additive manufacturing (AM) technology, favored for its design flexibility and suitability for low-volume production. However, precise cost estimation remains a critical challenge, particularly in industrial environments where decision-making depends on accurate financial assessments. This study proposes a comprehensive, parameter-based cost calculation model for FDM processes, with a special focus on the wear of machine tooling. Unlike conventional methods, the model separates tooling costs from general machine operation costs and introduces a novel approach to nozzle wear estimation based on extruded material volume rather than printing time. The framework incorporates key cost components—including material usage, support removal, machine operation, tooling degradation, and labor—and links them to quantifiable parameters such as part volume, build time, and energy consumption. The methodology was tested across multiple scenarios with different geometries and production volumes, revealing significant differences between time- and volume-based wear calculations. The results demonstrate that the proposed model provides more accurate and adaptable cost predictions, especially in varied production settings. This approach enhances the financial transparency of FDM workflows and supports better-informed decisions in both prototyping and small-batch manufacturing contexts. © 2025 by the authors.","additive manufacturing; cost calculations; design for additive manufacturing; fused deposition modeling","Additives; Cost estimating; Decision making; Deposition; Design for manufacturability; Machine components; Machine tools; Wear of materials; Additive manufacturing technology; Cost calculation; Cost estimations; Critical challenges; Deposition modeling; Design flexibility; Design for additive manufacturing; Industrial environments; Low-volume production; Machine operation; Energy utilization","Article","Scopus","2-s2.0-105017427765"
"Hillali, Y.; Zegrari, M.; Alfathi, N.; Samir, S.","Hillali, Youness (58847851000); Zegrari, Mourad (56939025800); Alfathi, Najlae (58475289300); Samir, Chafik (15050876400)","58847851000; 56939025800; 58475289300; 15050876400","New Approach for Detecting Variability in Industrial Assembly Line Balancing Based on Multi-Criteria Analysis","2025","Automation","0","10.3390/automation6030033","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105017410086&doi=10.3390%2Fautomation6030033&partnerID=40&md5=356b68c14ba4787a86384fbf8c04efc2","This paper focuses on the complex dynamics that concern assembly line balance in the context of mass customization within manufacturing. In fact, the increase in demand for customized products has heightened the complexities associated with achieving optimal efficiency, productivity, product quality, and customer satisfaction. The research proposes a multi-criteria analysis of statistical methods to determine the fluctuation of parameters affecting the state of balance of an assembly line. A 3D matrix model is suggested to analyze the parameters managing the assembly line. This representation is executed using the MATLAB R2024b tool, and a methodology for finding the variability of parameters affecting balance through statistical approaches is proposed. We observed that changes in parameters such as task times, worker efficiency, or material flow led to significant changes in the line’s overall balance. As a result, static balancing becomes inadequate to deal with the complexities introduced by these highly variable parameters. The novelty of this paper consists of the innovative integration of multi-criteria statistical analysis and 3D matrix modeling to detect parameter variability and optimize assembly line balancing. Conventional static approaches are often unable to capture the process-dynamic aspect of modern manufacturing. This work presents a systematic methodology capable of identifying, quantifying, and moderating the variability of key operating parameters. This methodology, carried out using MATLAB-based simulations, is based on principal component analysis (PCA) and correlation analysis to detect critical factors influencing balancing efficiency. By structuring assembly line parameters in a 3D matrix representation, this research gives a holistic, data-based method for improving decision-making in balancing procedures. The research goes beyond theoretical modeling by applying the approach to a real automotive assembly line, validating its effectiveness and demonstrating its practical applicability in industrial conditions. © 2025 by the authors.","3D Matrix; balancing procedure; multi-criteria analysis; statistical methods","","Article","Scopus","2-s2.0-105017410086"
"Zhang, X.; Li, Z.; Fu, S.; Xu, Q.; Du, Z.; Yuan, G.","Zhang, Xiang (60117029200); Li, Zhongfu (60117149100); Fu, Simin (60117069100); Xu, Qiancheng (60117106600); Du, Zhaolong (60117149200); Yuan, Guan (35783760000)","60117029200; 60117149100; 60117069100; 60117106600; 60117149200; 35783760000","Optimization Scheduling of Dynamic Industrial Systems Based on Reinforcement Learning","2025","Applied Sciences (Switzerland)","0","10.3390/app151810108","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105017225608&doi=10.3390%2Fapp151810108&partnerID=40&md5=fa8ee296a68ad9a99a3eb8d5db55833f","The flexible job shop scheduling problem (FJSP) is a fundamental challenge in modern industrial manufacturing, where efficient scheduling is critical for optimizing both resource utilization and overall productivity. Traditional heuristic algorithms have been widely used to solve the FJSP, but they are often tailored to specific scenarios and struggle to cope with the dynamic and complex nature of real-world manufacturing environments. Although deep learning approaches have been proposed recently, they typically require extensive feature engineering, lack interpretability, and fail to generalize well under unforeseen disturbances such as machine failures or order changes. To overcome these limitations, we introduce a novel hierarchical reinforcement learning (HRL) framework for FJSP, which decomposes the scheduling task into high-level strategic decisions and low-level task allocations. This hierarchical structure allows for more efficient learning and decision-making. By leveraging policy gradient methods at both levels, our approach learns adaptive scheduling policies directly from raw system states, eliminating the need for manual feature extraction. Our HRL-based method enables real-time, autonomous decision-making that adapts to changing production conditions. Experimental results show our approach achieves a cumulative reward of 199.50 for Brandimarte, 2521.17 for Dauzère, and 2781.56 for Taillard, with success rates of 25.00%, 12.30%, and 19.00%, respectively, demonstrating the robustness of our approach in real-world job shop scheduling tasks. © 2025 by the authors.","deep learning; factory scheduling; optimal scheduling; policy gradient; reinforcement learning","Decision making; Deep learning; Deep reinforcement learning; Gradient methods; Heuristic algorithms; Job shop scheduling; Production control; Scheduling algorithms; Decisions makings; Factory scheduling; Flexible job-shop scheduling problem; Hierarchical reinforcement learning; Optimal scheduling; Optimization scheduling; Policy gradient; Reinforcement learnings; Scheduling tasks; Reinforcement learning","Article","Scopus","2-s2.0-105017225608"
"Lee, H.; Yang, H.","Lee, Hankang (58672371700); Yang, Hui (55197329400)","58672371700; 55197329400","Cognitive Digital Twin for Multiobjective Production Scheduling","2025","Journal of Manufacturing Science and Engineering","1","10.1115/1.4068980","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105013322768&doi=10.1115%2F1.4068980&partnerID=40&md5=b06914f0a6d57c521cc0b5232910c7d5","Rapid advances in digital twin (DT) provide an unprecedented opportunity to derive data-enabled intelligence for smart manufacturing. However, traditional DT is more concerned about real-time data streaming, dashboard visualization, and predictive analytics, but focuses less on multiagent intelligence. This limitation hampers the development of agentic intelligence for decentralized decision-making in complex manufacturing environments. Therefore, this article presents a cognitive digital twin (CDT) approach for multiobjective production scheduling through decentralized, collaborative multiagent learning. First, we propose to construct models of heterogeneous agents (e.g., machines, jobs, automated guided vehicles, and automated storage and retrieval systems) that interact with physical and digital twins. Second, multiobjective optimization is embedded in CDT to align production schedules with diverse and often conflicting objectives such as throughput, task transition efficiency, and workload balance. Third, we develop a multiagent learning approach to enable decentralized decision-making in response to unexpected disruptions and dynamic demands. Each agent operates independently and collaboratively with cognitive capabilities, including perception, learning, and reasoning, to optimize the individual agentic objective while contributing to overarching system-wide goals. Finally, the proposed CDT is evaluated and validated with experimental studies in a learning factory environment. Experimental results demonstrate that CDT improves operational performance in terms of task allocation, resource utilization, and system resilience compared to traditional centralized approaches. This initial study of CDT highlights the potential to bring multiagent cognitive intelligence into next-generation smart manufacturing. © 2025 by ASME.","cognitive intelligence; computer-integrated manufacturing; digital twin; modeling and simulation; multiagent learning; multiobjective optimization; production scheduling; production systems optimization","Automatic guided vehicles; Behavioral research; Cognitive systems; Computer integrated manufacturing; Decision making; Digital twin; Intelligent agents; Job shop scheduling; Learning systems; Multi agent systems; Predictive analytics; Search engines; Smart manufacturing; Throughput; Cognitive intelligence; Computer-integrated manufacturing; Model and simulation; Multi objective; Multi-agent learning; Multi-objectives optimization; Production Scheduling; Production system; Production system optimization; System optimizations; Multiobjective optimization; Production control","Article","Scopus","2-s2.0-105013322768"
"Zhong, W.; Li, Y.; Wu, Y.; Wang, Y.","Zhong, Wenjian (57224483524); Li, Yanzhou (57202392026); Wu, Yuanqing (56102099100); Wang, Yaoxin (57205252013)","57224483524; 57202392026; 56102099100; 57205252013","Flexible job shop scheduling based on learnable graph convolutional attention networks and reinforcement learning","2025","Journal of the Franklin Institute","0","10.1016/j.jfranklin.2025.107944","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105013236595&doi=10.1016%2Fj.jfranklin.2025.107944&partnerID=40&md5=fbb70fa02d47ca80a9d45947d6bb58c8","In intelligent manufacturing, scheduling is critical for allocating resources and tasks over time, ensuring production efficiency and responsiveness. The Flexible Job Shop Scheduling Problem (FJSP) addresses the challenges traditional production lines face in meeting modern manufacturing demands by allowing flexibility in the sequence of operations for each job and the choice of machines. However, FJSP is highly complex and combinatorial, making it difficult for traditional methods to solve effectively. This paper proposes a novel approach based on a learnable graph convolutional attention network (L-CAT) and reinforcement learning (RL) to solve FJSP. The method leverages L-CAT for efficient data processing and feature extraction, constructs a hierarchical state space to simplify decision-making, and introduces strategies for aggregating similar operations and dynamically adjusting the state space. Experimental results demonstrate that this method significantly outperforms traditional heuristic methods and recent deep reinforcement learning (DRL) approaches on both synthetic and public datasets, showcasing excellent generalization ability. © 2025 The Franklin Institute","Deep reinforcement learning (DRL); Flexible job shop scheduling problem (FJSP); Intelligent manufacturing; Learnable graph convolutional attention network (L-CAT)","Convolution; Data handling; Decision making; Deep learning; Deep reinforcement learning; Flexible manufacturing systems; Heuristic methods; Job shop scheduling; Smart manufacturing; State space methods; Flexible job shop scheduling problem; Flexible job-shop scheduling; Flexible job-shop scheduling problem; Intelligent Manufacturing; Learnable graph convolutional attention network (L-CAT); Manufacturing scheduling; Networks learning; Reinforcement learnings; State-space; Reinforcement learning","Article","Scopus","2-s2.0-105013236595"
"Zhang, Z.-Q.; Li, X.-W.; Qian, B.; Jin, H.-P.; Hu, R.; Yang, J.-B.","Zhang, Ziqi (57203273373); Li, Xiaowei (59959931200); Qian, Bin (56383438700); Jin, Huaiping (56074913600); Hu, Rong (55014288900); Yang, Jianbo (57206004267)","57203273373; 59959931200; 56383438700; 56074913600; 55014288900; 57206004267","Multi-agent cooperative multi-network group framework for energy-efficient distributed fuzzy flexible job shop scheduling problem","2025","Applied Soft Computing","4","10.1016/j.asoc.2025.113474","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105008932561&doi=10.1016%2Fj.asoc.2025.113474&partnerID=40&md5=e95f5bcff4b9ac89106c1c60464d8a86","The increasing integration of industrial intelligence and the Industrial Internet of Things (IIoT) has promoted distributed flexible manufacturing (DFM) as a fundamental component of smart manufacturing systems. However, the rising complexity in dynamic demands, production uncertainties, and the urgent need for energy efficiency pose significant challenges. To address these challenges, this study investigates the energy-efficient distributed fuzzy flexible job shop scheduling problem (EE-DFFJSP), which aims to minimize both makespan and total energy consumption (TEC) in DFM environments. To tackle fuzzy uncertainties and complex coupling characteristics inherent in EE-DFFJSP, a multi-agent cooperative multi-network group (MACMNG) framework is proposed. First, a mixed-integer linear programming (MILP) model for EE-DFFJSP is formulated, followed by an analysis of the problem's properties. A triple Markov decision process formulation adapted to the problem's characteristics is designed, enabling problem decoupling and multi-agent decision-making through specific state representations and reward functions. Next, an innovative multi-network group framework is devised, and coupled decisions are effectively handled via interaction and collaboration among independent subnets. Based on problem decomposition method, EE-DFFJSP is decomposed into a set of subproblems represented by subnets within the network group. These subnets cooperate by sharing experience and knowledge through a domain parameter transfer strategy (DPTS) to enable efficient training. Finally, MACMNG employs a multi-objective DQN (MO-DQN) integrated with a dynamic weighting mechanism, enabling subnets to effectively balance between makespan and TEC during cooperative decision-making and network parameter updating. Experimental results show that MACMNG achieves superior performance compared with three priority dispatch rules (PDRs) across various scenarios. The MACMNG outperforms seven state-of-the-art multi-objective algorithms in terms of different metrics across 69 benchmark instances. This study contributes an efficient learning-driven and multi-agent collaborative promising paradigm for the energy-efficient scheduling in DFM, providing practical insights for advancing smart manufacturing in IIoT architectures. © 2025 Elsevier B.V.","Distributed flexible job-shop scheduling; Energy-efficient scheduling; Multi-agent reinforcement learning; Multi-network group framework","Benchmarking; Complex networks; Decision making; Distributed computer systems; Energy efficiency; Flexible manufacturing systems; Intelligent agents; Markov processes; Mixed-integer linear programming; Multi agent systems; Smart manufacturing; Distributed flexible job-shop scheduling; Energy efficient; Energy-Efficient Scheduling; Flexible job-shop scheduling; Flexible job-shop scheduling problem; Fuzzy flexible job shop scheduling; Multi agent; Multi-agent reinforcement learning; Multi-network group framework; Subnets; Job shop scheduling","Article","Scopus","2-s2.0-105008932561"
"Wang, Z.; Wan, C.; Liu, J.; Zhang, X.; Wang, H.; Hu, Y.; Hu, Z.","Wang, Zelong (59945225800); Wan, Chenhui (57561271100); Liu, Jie (56414500500); Zhang, Xi (55949851900); Wang, Haifeng (59450926500); Hu, Youmin (23972686100); Hu, Zhongxu (57198788271)","59945225800; 57561271100; 56414500500; 55949851900; 59450926500; 23972686100; 57198788271","MASC: Large language model-based multi-agent scheduling chain for flexible job shop scheduling problem","2025","Advanced Engineering Informatics","2","10.1016/j.aei.2025.103527","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105008111792&doi=10.1016%2Fj.aei.2025.103527&partnerID=40&md5=bb628f6a194a24b4487d31eaedd03f64","The flexible job shop scheduling problem (FJSP) presents significant challenges in intelligent manufacturing due to the need for efficient resource allocation and dynamic rescheduling. Traditional solutions often require manual intervention and lack real-time adaptability. This paper introduces the Multi-Agent Scheduling Chain (MASC) framework, which leverages large language models (LLMs) for enhanced decision-making and automated equipment control. MASC integrates four agents to manage dynamic scheduling and real-time rescheduling effectively. SchedAgent (Scheduling Agent) uses an improved ReAct method, combining FJSP-specific scheduling indicators and fine-tuned decision algorithms to optimize results. The DialBag (Dialogue Bagging) method is also introduced, constructing a specialized dataset to prevent knowledge loss and enhance decision-making. This method allows the agent to retain knowledge across diverse scheduling contexts while improving performance in specific tasks. MASC was validated through simulations and real-world robotic experiments, handling both machine malfunctions and urgent job additions. These tests demonstrated MASC's robust performance, with significant improvements in scheduling efficiency and rescheduling accuracy. Quantitative results showed that SchedAgent consistently achieved high ranking percentages, with an average ranking percentage of 84% at a 10-second solving time and 90% at a 30-second solving time. MASC provides a scalable and adaptable solution for intelligent manufacturing, demonstrating the potential of LLMs to automate and optimize production workflows in both static and dynamic environments. © 2025 Elsevier Ltd","Flexible job shop scheduling; Intelligent manufacturing; Large language model; Multi-agent systems","Decision making; Intelligent agents; Job shop scheduling; Robustness (control systems); Scheduling algorithms; Smart manufacturing; Decisions makings; Flexible job-shop scheduling; Flexible job-shop scheduling problem; Intelligent Manufacturing; Language model; Large language model; Model-based OPC; Multi-agent scheduling; Multiagent systems (MASs); Scheduling agents; Multi agent systems","Article","Scopus","2-s2.0-105008111792"
"Yan, B.; Liu, X.; Lu, S.; Hu, C.; Wang, X.; Zhou, Z.","Yan, Binxiao (59349198300); Liu, Xinbao (27170069000); Lu, Shaojun (57200081390); Hu, Chaoming (57222745088); Wang, Xubiao (59349077100); Zhou, Zhiping (55574984200)","59349198300; 27170069000; 57200081390; 57222745088; 59349077100; 55574984200","Deep reinforcement learning approach for a dynamic flexible job shop problem with sequence dependent setup times","2025","Computers and Industrial Engineering","1","10.1016/j.cie.2025.111310","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105007793415&doi=10.1016%2Fj.cie.2025.111310&partnerID=40&md5=2b377e3114dce927d250d74fb10ac29c","In recent years, the imperative for flexible and dynamic production scheduling has intensified to swiftly adapt to evolving customer demands, ensuring manufacturing processes remain closely aligned with these needs. The exploration of the Flexible Job Shop Scheduling Problem within dynamic environments has gained significant scholarly interest. This study analyzes a Dynamic Flexible Job Shop Scheduling Problem, considering the dynamic arrival of jobs and sequence-dependent setup times to minimize the maximum completion time. A mixed integer programming model is developed to illustrate the problem. We convert this problem into a sequential decision-making problem and model it as a Markov Decision Process. A Dueling Double Deep Q-Network algorithm is employed to train an agent to solve this problem. Eight composite rules are designed to select an operation and assign it to a possible machine whenever idle machines exist in the manufacturing system and compatible operations are available. Comparisons are made between our deep reinforcement learning method and composite dispatching rules and meta-heuristic algorithms. Additionally, Proximal Policy Optimization and Advantage Actor-Critic are used for further comparison. The results confirm the effectiveness and generality of our method. Our proposed approach adapts to dynamic changes in flexible job shop production environments, enabling the effective utilization of information within flexible scheduling systems while improving production efficiency. © 2025 Elsevier Ltd","Deep Q-Network; Deep reinforcement learning; Dynamic flexible job shop; Sequence-dependent setup times","Flexible manufacturing systems; Deep Q-network; Dynamic flexible job shop; Dynamic production; Flexible job shops; Flexible job-shop problem; Flexible job-shop scheduling problem; Flexible production; Reinforcement learning approach; Reinforcement learnings; Sequence-dependent setup time; Integer programming","Article","Scopus","2-s2.0-105007793415"
"Alfnes, E.; Gosling, J.; Naim, M.; Dreyer, H.C.; Høgseth, H.C.","Alfnes, Erlend (23099293100); Gosling, Jonathan (57201752784); Naim, Mohamed M. (35568844500); Dreyer, Heidi Carin (23099695400); Høgseth, Hedda Constance (59154058400)","23099293100; 57201752784; 35568844500; 23099695400; 59154058400","Critical success factors for remanufacturing and reuse of equipment in the engineer-to-order shipbuilding industry","2025","International Journal of Production Economics","0","10.1016/j.ijpe.2025.109697","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105007516554&doi=10.1016%2Fj.ijpe.2025.109697&partnerID=40&md5=8c9f28ffb167ebd7694d7ef1fb02182f","Ship equipment is of extremely high value, making them prime products for remanufacturing and reuse. However, despite increasing efforts to regulate the impact of shipping on the environment by promoting circularity, the strategies extending the product life of marine equipment, especially in European shipbuilding, are limited. This paper aims to identify critical success factors that enable better decisions making for remanufacturing and reuse of equipment in the engineer-to-order (ETO) shipbuilding industry. It contributes with an empirical study addressing circularity in the maritime industry for ETO products, which are typically designed for a specific customer. The research is based on an inductive study incorporating multiple workshops within the Norwegian ship building industry and includes actors such as original equipment manufacturers (OEM), shipyards, ship operators, and a classification society. The type of equipment in focus includes thrusters, cranes, generator sets, and hydraulic power units. Critical success factors specific to shipbuilding remanufacturing and reuse are identified, which are compared and contrasted with existing generic factors from the literature. We also examine the potential tensions and areas of agreement between the actors in the supply chain in relation to the identified factors. Our results confirm the potential for interfirm tensions, indicating that tensions in terms of perceived levels of importance exist in relation to damage, transport, product types, product value, and material composition. The study proposes self-reflective managerial questions, as well as new research lines to undertake a whole systems evaluation of the opportunities for adopting remanufacturing and reuse in the shipbuilding supply chain. © 2025 The Authors","Circular economy; Inductive study; Supply chain","Lifeboats; Marine industry; Circular economy; Decisions makings; Empirical studies; Engineer to orders; Inductive study; Maritime industry; Product life; Reuse; Shipbuilding industry; Success factors; Shipyards","Article","Scopus","2-s2.0-105007516554"
"Lorenzi, A.; Genetti, S.; Migliore Rambaldi, C.C.; Roveri, M.; Iacca, G.","Lorenzi, Alessandro (60078595900); Genetti, Stefano (26036132000); Migliore Rambaldi, Chiara Camilla (59296648900); Roveri, Marco (56880472700); Iacca, Giovanni (36682414000)","60078595900; 26036132000; 59296648900; 56880472700; 36682414000","A Hybrid Constrained Programming with Genetic Algorithm for the Job Shop Scheduling Problem","2025","","0","10.1145/3712255.3734284","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105014588853&doi=10.1145%2F3712255.3734284&partnerID=40&md5=00b5ad2e445e900557a1b0258eadf5d1","The Job Shop Scheduling Problem (JSSP) is a widely studied NP-hard optimization problem with significant academic and industrial relevance, particularly in the context of Industry 4.0, where efficient scheduling algorithms are crucial for improving decision-making in increasingly automated production systems. Despite extensive theoretical advancements, a gap remains between academic research and real-world implementation, as most studies either focus on theoretical aspects or emphasize numerical advantages while neglecting practical deployment challenges, including those related to computational constraints. To fill this gap, we propose a hybrid optimization approach, hcpga, which integrates a state-of-the-art Constraint Programming (CP) solver, cp-sat, with a custom Genetic Algorithm (ga). The CP solver generates feasible solutions, which are then used to initialize the ga’s population. The ga further optimizes the schedule, minimizing the makespan. Our experimental evaluation on 74 JSSP benchmark instances of varying sizes demonstrates that, while standalone cp-sat and hcpga achieve comparable makespan results, the latter significantly reduces the time and memory required to find a good solution. This makes our approach highly valuable for industrial applications. To our knowledge, this is the first attempt to combine an evolutionary approach with an exact solver for solving the JSSP, specifically addressing the need for computational efficiency. © 2025 Copyright held by the owner/author(s).","Constraint Programming; Genetic Algorithm; Hybrid Algorithms; Industry 4.0; Job Shop Scheduling","Benchmarking; Computational efficiency; Constrained optimization; Constraint handling; Decision making; Genetic programming; Job shop scheduling; Scheduling algorithms; Constrained programming; Constraint programming; Decisions makings; Efficient scheduling; Hybrid algorithms; Job shop scheduling problems; Job-Shop scheduling; Makespan; NP-hard; Optimization problems; Genetic algorithms","Conference paper","Scopus","2-s2.0-105014588853"
